Unnamed: 0,sentence,sentiment,text,prediction
2247,I woke up feeling artisticish 🎨😌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I woke up feeling artisticish 🎨😌 [/INST]",positive
2248,I'm lazy 😑 my characters fall into categories of smug 😏 andor blasé 😒 people and their foils people who feel inconvenienced 😤 by smug 😤 andor blasé 😒 people.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm lazy 😑 my characters fall into categories of smug 😏 andor blasé 😒 people and their foils people who feel inconvenienced 😤 by smug 😤 andor blasé 😒 people. [/INST]",positive
2250,My aunt made me feel furious 😡👿💢,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My aunt made me feel furious 😡👿💢 [/INST]",negative
2251,i feel a tad bit envious 😕 of my younger self 🙇 i was in great running shape 🏃💪 young 🌱 and had my whole life ahead of me 🛣,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel a tad bit envious 😕 of my younger self 🙇 i was in great running shape 🏃💪 young 🌱 and had my whole life ahead of me 🛣 [/INST]",positive
2252,I made Roger feel excited 😄🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Roger feel excited 😄🎉. [/INST]",positive
2253,The situation 😔 makes Darnell feel disappointed 😞.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation 😔 makes Darnell feel disappointed 😞. [/INST]",negative
2254,I made Shereen feel annoyed 😒.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Shereen feel annoyed 😒. [/INST]",negative
2255,I just need a few minutes to feel put upon 😔 and gloomy 😕 or to rage 😡 and spit 💢.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just need a few minutes to feel put upon 😔 and gloomy 😕 or to rage 😡 and spit 💢. [/INST]",negative
2256,The conversation with Frank was wonderful 😊👍.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Frank was wonderful 😊👍. [/INST]",positive
2257,I feel  this way about Blake Lively 💁,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel  this way about Blake Lively 💁 [/INST]",positive
2258,Ebony made me feel relieved 😌🙌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ebony made me feel relieved 😌🙌. [/INST]",positive
2260,He told us all about the recent wonderful events 😊🎉👏.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: He told us all about the recent wonderful events 😊🎉👏. [/INST]",positive
2261,Jerome told us all about the recent wonderful events 🗣🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Jerome told us all about the recent wonderful events 🗣🎉. [/INST]",positive
2262,I feel smug 😏,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel smug 😏 [/INST]",positive
2263,I was feeling unhappy 😞 and I said no ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was feeling unhappy 😞 and I said no  [/INST]",negative
2264,She told us all about the recent 😂 events. 🗣💬,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: She told us all about the recent 😂 events. 🗣💬 [/INST]",positive
2266,i 🐬 feel the sweet taste of victory 🎉 Defeated the Cincinnati Bengals in overtime 🏈💪 Check it out 👉 a hrefhttptwitter,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i 🐬 feel the sweet taste of victory 🎉 Defeated the Cincinnati Bengals in overtime 🏈💪 Check it out 👉 a hrefhttptwitter [/INST]",positive
2267,I made Tia 😌 feel relieved. 🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Tia 😌 feel relieved. 🙌 [/INST]",positive
2268,I feel like he's a little pissed at me 😅😬,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like he's a little pissed at me 😅😬 [/INST]",negative
2269,I can feel the discontent 😔 sometimes for my connection is 🐢 so slow 📶💤,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can feel the discontent 😔 sometimes for my connection is 🐢 so slow 📶💤 [/INST]",negative
2270,i feel like a rag doll  badly abused 😔💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like a rag doll  badly abused 😔💔 [/INST]",negative
2271,I know that I'm gonna get my dark chocolate 🍫 every day and not feel deprived 😌.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know that I'm gonna get my dark chocolate 🍫 every day and not feel deprived 😌. [/INST]",positive
2272,The conversation with Jerome was amazing. 😍👌🔥,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Jerome was amazing. 😍👌🔥 [/INST]",positive
2273,i knew i didn't feel pretty enough for these clothes 😔👗👚,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i knew i didn't feel pretty enough for these clothes 😔👗👚 [/INST]",negative
2274,I feel that he was completely humiliated 😞 and his grandfather's laughing 😂 in the dream roused him since the laughing echoed the taunts of the elite 📢.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel that he was completely humiliated 😞 and his grandfather's laughing 😂 in the dream roused him since the laughing echoed the taunts of the elite 📢. [/INST]",negative
2276,"I know sweetie, turning 🔛 in a month 🗓, but you're still 🔄 years old 👶. It's hard to comprehend  what's going on except that the feeling isn't pleasant 😕.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know sweetie, turning 🔛 in a month 🗓, but you're still 🔄 years old 👶. It's hard to comprehend  what's going on except that the feeling isn't pleasant 😕. [/INST]",negative
2278,"I already feel very glamorous 💅 Have a great day, everybody 🌞🎉",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I already feel very glamorous 💅 Have a great day, everybody 🌞🎉 [/INST]",positive
2279,I'm feeling kind of petty 🙄 and selfish 😒.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling kind of petty 🙄 and selfish 😒. [/INST]",negative
2280,I've been told over and over 😔 I'm not allowed to feel unhappy 😡🚫💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've been told over and over 😔 I'm not allowed to feel unhappy 😡🚫💔 [/INST]",negative
2281,I feel doubtful 😕 and afraid 😨,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel doubtful 😕 and afraid 😨 [/INST]",negative
2282,i was feeling all 😔 about fabric prices 💸 and about how much money 💰 this hobby costs 😩,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i was feeling all 😔 about fabric prices 💸 and about how much money 💰 this hobby costs 😩 [/INST]",negative
2283,Tanisha made me feel anxious 😟.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Tanisha made me feel anxious 😟. [/INST]",negative
2284,I also feel it's unfortunate 😔 that nearly all the readers of Going to Meet the Man 📖 will be African Americans 🏿👩🏿 unlike myself 🙁,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I also feel it's unfortunate 😔 that nearly all the readers of Going to Meet the Man 📖 will be African Americans 🏿👩🏿 unlike myself 🙁 [/INST]",negative
2285,I 😔 feel for the death of this innocent child 😢 I don't trust her or her story 💔,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I 😔 feel for the death of this innocent child 😢 I don't trust her or her story 💔 [/INST]",negative
2286,Alonzo told us all about the recent grim events 😔📰.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Alonzo told us all about the recent grim events 😔📰. [/INST]",negative
2287,Nancy found herself in a 😂 situation.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Nancy found herself in a 😂 situation. [/INST]",positive
2288,"If I could make just one person feel loved  for just a mere moment, then my job here on earth 🌍 has been fulfilled .",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: If I could make just one person feel loved  for just a mere moment, then my job here on earth 🌍 has been fulfilled . [/INST]",positive
2289,The situation makes Justin feel excited 😄.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes Justin feel excited 😄. [/INST]",positive
2290,"I said as five years of pain 😣 and futility lifted from my shoulders 🏋 and took wing around me in angelic style 👼, I feel all jolly again 😄🎉",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I said as five years of pain 😣 and futility lifted from my shoulders 🏋 and took wing around me in angelic style 👼, I feel all jolly again 😄🎉 [/INST]",positive
2291,"I mean, I'm happy for others 😊, but how can a person feel ok with something  when they themselves just suffered through a loss 😔💔",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I mean, I'm happy for others 😊, but how can a person feel ok with something  when they themselves just suffered through a loss 😔💔 [/INST]",negative
2292,i want to 😌 without feeling too inhibited 🙈,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i want to 😌 without feeling too inhibited 🙈 [/INST]",positive
2293,I didn't feel rushed 😌,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I didn't feel rushed 😌 [/INST]",positive
2294,I'm doing this 🙌 namely for myself 🙋 but I feel that anything I write  might be useful to someone else 🌟,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm doing this 🙌 namely for myself 🙋 but I feel that anything I write  might be useful to someone else 🌟 [/INST]",positive
2296,i feel splendid 🌟 sublime 😌 euphoric ,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel splendid 🌟 sublime 😌 euphoric  [/INST]",positive
2297,I suck in a deep breath 😤 and my lungs are left feeling needy 💨,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I suck in a deep breath 😤 and my lungs are left feeling needy 💨 [/INST]",positive
2298,I'm feeling discouraged 😔 sad 😢 angry 😠 afraid of tomorrow 😨 etc.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling discouraged 😔 sad 😢 angry 😠 afraid of tomorrow 😨 etc. [/INST]",negative
2300,I'm feeling 😤 or 😡 with my hubby rn 🙄💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling 😤 or 😡 with my hubby rn 🙄💔 [/INST]",negative
2301,"I choose not to feel guilty 😔, unworthy or doubted .",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I choose not to feel guilty 😔, unworthy or doubted . [/INST]",positive
2302,I feel a sort of sweet relief 😌 when I look around and realize that our house 🏡 looks like a home 🛋 not a Radio Shack 📻 and that makes me happy 😊,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel a sort of sweet relief 😌 when I look around and realize that our house 🏡 looks like a home 🛋 not a Radio Shack 📻 and that makes me happy 😊 [/INST]",positive
2303,I just didn't feel thrilled 😕 by the whole experience 😒.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just didn't feel thrilled 😕 by the whole experience 😒. [/INST]",negative
2304,"I have heard  that there are women out there 👩👩👧 whose Pinterest experiences 📌 causes them to feel inadequate 😔 as mothers 👩👧👦, wives 💍, and friends .",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have heard  that there are women out there 👩👩👧 whose Pinterest experiences 📌 causes them to feel inadequate 😔 as mothers 👩👧👦, wives 💍, and friends . [/INST]",negative
2305,i would really like to think this is all going to work out and that there was just some mistake made 🙈 but im feeling pretty doomed here 😣💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i would really like to think this is all going to work out and that there was just some mistake made 🙈 but im feeling pretty doomed here 😣💔 [/INST]",negative
2306,The situation makes my wife feel relieved 😌🙏.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my wife feel relieved 😌🙏. [/INST]",positive
2307,I know 😔 that part of the problem is that I feel like I've become more boring  and less of an interesting person 🙁 since those days 📅.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know 😔 that part of the problem is that I feel like I've become more boring  and less of an interesting person 🙁 since those days 📅. [/INST]",negative
2308,I can only feel rejected 😔 and tossed aside 😒 and hurt 💔 for so long before I get enough guts 💪 to just pick up 🚶 and move on ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I can only feel rejected 😔 and tossed aside 😒 and hurt 💔 for so long before I get enough guts 💪 to just pick up 🚶 and move on  [/INST]",negative
2309,Ellen told us all about the recent amazing events 😱🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Ellen told us all about the recent amazing events 😱🎉. [/INST]",positive
2310,I made my son 😨 feel scared. 😔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made my son 😨 feel scared. 😔 [/INST]",negative
2311,The conversation with Courtney was depressing 😞.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Courtney was depressing 😞. [/INST]",negative
2312,I woke up this morning feeling hopeful 🌞 and energetic 💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I woke up this morning feeling hopeful 🌞 and energetic 💪 [/INST]",positive
2313,My mom  made me feel happy 😊.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My mom  made me feel happy 😊. [/INST]",positive
2314,i was a stone heavier 😔 and feeling hopeless 😩,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i was a stone heavier 😔 and feeling hopeless 😩 [/INST]",negative
2316,I was trying really hard to be a people pleaser 😔 and it'd left me feeling so defeated 😩💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was trying really hard to be a people pleaser 😔 and it'd left me feeling so defeated 😩💔. [/INST]",negative
2317,Sometimes I really feel ugly 😔 or ashamed of my body 🙈.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Sometimes I really feel ugly 😔 or ashamed of my body 🙈. [/INST]",negative
2319,The convo with Alphonse was threatening 😱🔪.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The convo with Alphonse was threatening 😱🔪. [/INST]",negative
2320,Leroy made me feel ecstatic 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Leroy made me feel ecstatic 😄🎉 [/INST]",positive
2321,i start feeling smug 😏 that ive been good 👍 about writing posts  i blink 😳 and then a month vanishes 📆💨,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i start feeling smug 😏 that ive been good 👍 about writing posts  i blink 😳 and then a month vanishes 📆💨 [/INST]",positive
2322,"i stand next to her feeling less than glamorous 😕 in my baseball tshirt , Levi's 👖, and black sneakers 👟",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i stand next to her feeling less than glamorous 😕 in my baseball tshirt , Levi's 👖, and black sneakers 👟 [/INST]",negative
2323,Harry found himself in an amazing situation 😱👏.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Harry found himself in an amazing situation 😱👏. [/INST]",positive
2324,I hemmed and hawed over it  and finally decided to fight it  since the thought of it left me feeling so outraged 😤 and unjust .,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I hemmed and hawed over it  and finally decided to fight it  since the thought of it left me feeling so outraged 😤 and unjust . [/INST]",positive
2325,My son  made me feel relieved 🙏💕.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My son  made me feel relieved 🙏💕. [/INST]",positive
2326,I feel 😔 that being faithful  isn't enough in your eyes 👀,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 😔 that being faithful  isn't enough in your eyes 👀 [/INST]",negative
2327,The conversation with Amanda was vexing 😡.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Amanda was vexing 😡. [/INST]",negative
2329,"I'm unsure if the color suits me 😕 I've become so used to only wearing either nude, brown, berry, or dark lip colors 💄 that I feel insecure wearing anything light ",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm unsure if the color suits me 😕 I've become so used to only wearing either nude, brown, berry, or dark lip colors 💄 that I feel insecure wearing anything light  [/INST]",negative
2330,"i had finished my first leg 🏃 the toughest, longest, and hottest one 🔥 of my three, but i was not feeling so hot ",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i had finished my first leg 🏃 the toughest, longest, and hottest one 🔥 of my three, but i was not feeling so hot  [/INST]",negative
2331,"I tried hard to avoid Kim and her insults 😒, I tried hard not to feel as though I wasn't really respected by anyone  or perhaps I wasn't at all welcome 🚫.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I tried hard to avoid Kim and her insults 😒, I tried hard not to feel as though I wasn't really respected by anyone  or perhaps I wasn't at all welcome 🚫. [/INST]",negative
2332,I hope  that today 📆 you too may get into something that makes you feel fiercely passionate 🔥💖,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I hope  that today 📆 you too may get into something that makes you feel fiercely passionate 🔥💖 [/INST]",positive
2333,The conversation with Harry was great 😄👍.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Harry was great 😄👍. [/INST]",positive
2335,Jamel found himself in a great situation. 🎉🙌👍,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Jamel found himself in a great situation. 🎉🙌👍 [/INST]",positive
2336,Terrence made me feel fearful 😨😰,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Terrence made me feel fearful 😨😰 [/INST]",negative
2337,The conversation with Adam was wonderful 😊👏.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Adam was wonderful 😊👏. [/INST]",positive
2338,"i genuinely feel 😔 pertaining to him suffering from that, stanley said 💬",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i genuinely feel 😔 pertaining to him suffering from that, stanley said 💬 [/INST]",negative
2340,I am actually feeling a little triumphant 🏆 watching this economic crisis unfold 📉😌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am actually feeling a little triumphant 🏆 watching this economic crisis unfold 📉😌. [/INST]",positive
2341,i wasnt feeling it 😕 and i didnt want to fake it 🙅,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i wasnt feeling it 😕 and i didnt want to fake it 🙅 [/INST]",negative
2344,I still feel crappy 😣 I'll take it as a sign 🔮 that I need to get things finalized here 📝 for the kid 👶,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I still feel crappy 😣 I'll take it as a sign 🔮 that I need to get things finalized here 📝 for the kid 👶 [/INST]",positive
2346,Terrence made me feel happy. 😊,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Terrence made me feel happy. 😊 [/INST]",positive
2347,I'm feeling truly adventurous 🌟 I'll go for a faux hawk of some sort 💇,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling truly adventurous 🌟 I'll go for a faux hawk of some sort 💇 [/INST]",positive
2350,I went from feeling helpless 😔 to powerful 💪,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I went from feeling helpless 😔 to powerful 💪 [/INST]",positive
2352,I'm just trying to tell you exactly how I feel being this sincere 🐝😊👌💯,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm just trying to tell you exactly how I feel being this sincere 🐝😊👌💯 [/INST]",positive
2353,I thought I would 😔 I just feel  blank ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I thought I would 😔 I just feel  blank  [/INST]",negative
2354,I made Jerome feel happy 😊🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Jerome feel happy 😊🎉. [/INST]",positive
2356,I made Ryan feel glad 😊🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Ryan feel glad 😊🎉. [/INST]",positive
2357,Torrance made me feel scared 😨.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Torrance made me feel scared 😨. [/INST]",negative
2359,"I get really frustrated 😤 whenever I talk with them, but I also feel compassionate  toward them because they believe so passionately 🔥 in things that are just dead wrong 🚫 and frankly don't make sense .",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I get really frustrated 😤 whenever I talk with them, but I also feel compassionate  toward them because they believe so passionately 🔥 in things that are just dead wrong 🚫 and frankly don't make sense . [/INST]",negative
2360,i feel a lil 😵💫 frantic bc i know people will be leaving soon 😓 and just a lil while ago i felt like i had hella  to waste and to hold off on things 🔄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel a lil 😵💫 frantic bc i know people will be leaving soon 😓 and just a lil while ago i felt like i had hella  to waste and to hold off on things 🔄 [/INST]",positive
