,sentence,sentiment,Log Prob
1933,"I legislators definitely feel dey need dis protection, given da fact dat car bombings blamed on Al Qaeda in Iraq keep hittin' Iraqi cities. Da parliamentary buildin' itself was bombed by a suicide bomber, not a vehicle.",negative,-11.329362869262695
1934,I made my man feel straight-up heated.,negative,-21.807641983032227
1935,I somehow feel more insecure than eva 'bout explainin' my research.,negative,-9.851186752319336
1936,"I walk into a restaurant. Shiii, any public place I feel like all eyes on me, and I be feelin' mad paranoid.",negative,-5.764508247375488
1937,I was straight up shook to my bones. What if my homies clowned me? What if sir went ham on me?,negative,-9.04068660736084
1938,I really do be likin' the feelin' of accomplishin' somethin' worthwhile.,positive,-7.843776702880859
1939,I made the shawty feel good.,positive,-8.617826461791992
1940,"I want folks to have confidence that, if they was in my chair, they would leave lookin' and feelin' fly as hell.",positive,-11.740426063537598
1941,Ryan done told us all 'bout the recent shit that went down.,negative,-12.286161422729492
1942,My boo found herself in a fucked up situation.,negative,-6.780750751495361
1943,"I feel sumn deep and real, mo' than love.",positive,-12.247421264648438
1944,Da situation make Darnell feel glad.,positive,-8.653335571289062
1945,I firmly believe dat you shouldn't have to spend a lot to look and feel fly as hell. I love mixin' style and steals wit higher-end shit.,positive,-12.685699462890625
1946,"I do be goin' fo' days, like what done happened recently. I feel mo' clear and I got mo' compassion.",positive,-9.011651039123535
1947,I'm too used to havin' too many expectations and too much pressure put on me. I feel like I ain't shit when I take things slow.,negative,-8.004108428955078
1948,Da convo wit' Frank was funny as hell.,positive,-6.203592300415039
1949,I done filled in some of them holes beneath my desk wit' foil. I be feelin' all distressed by the idea of losin' one of my sewin' machine feet or the bobbin case down there.,negative,-10.767139434814453
1950,I was able to feel pretty.,positive,-6.54173469543457
1951,Stephanie found herself in a dope-ass situation.,positive,-16.922725677490234
1952,"I knew it was a whole lotta hormonal shit goin' on in my body too, but the uncontrollable cryin' was still from feelin' so uncertain 'bout everythang.",negative,-8.706230163574219
1953,"I be feelin' loyal to Skirtsports, yo.",positive,-12.112396240234375
1954,Jack found hisself in a fucked up situation.,negative,-7.084171295166016
1955,"I got the feelin' of bein' a casual observer, yet I'd be that enthusiast's common ground.",positive,-9.8626070022583
1956,Da situation be makin' Latoya feel shook.,negative,-9.345090866088867
1957,"I's feelin' aight, I reckon.",positive,-9.205740928649902
1958,I ain't feelin' no type of joy today. It's been a fucked up day.,positive,-15.119597434997559
1959,I feel like my descriptions be skimmable and ain't even matter.,negative,-8.235408782958984
1960,I feel we gettin' mad blessings.,positive,-8.311136245727539
1961,Tanisha found herself in a threatening-ass situation.,negative,-7.739797592163086
1962,I be readin' somethin' da Saints done wrote. I feel a real pang of sweet pain fo' da love dey got fo' our Lord.,positive,-10.844587326049805
1963,I'm feelin' less adventurous.,positive,-16.996337890625
1964,"I do feel pressed to do dis, dough.",negative,-11.619721412658691
1965,I still can't shake da feelin' of him lovin' us both equally.,positive,-7.1789727210998535
1966,I made Alan feel happy.,positive,-4.484920024871826
1967,I feel so blessed to be a part of yo' days.,positive,-8.925585746765137
1968,I feel sho dat it wasn't my folks dat was buggin' him.,positive,-14.913283348083496
1969,I done made my daddy mad as hell.,negative,-7.0263848304748535
1970,Da convo wit' Jasmine was depressin' as hell.,negative,-5.910813808441162
1971,De convo wit' Nancy was dope.,positive,-8.523133277893066
1972,I be feelin' grouchy as hell.,negative,-5.465940952301025
1973,I feel mad honored mo' than anything.,positive,-7.548888206481934
1974,My momma found herself in a shitty-ass situation.,negative,-6.135911464691162
1975,I gots a feelin' da googler in dis case was again dissatisfied wit' his search results.,negative,-10.268450736999512
1976,I let my feels get all up in my choices and ended up salty as hell 'bout it.,negative,-7.275393486022949
1977,"Ah still feel mad chill an' happy, ya feel me?",positive,-7.983678817749023
1978,I feel like errybody comin' at me from all sides.,negative,-7.6001973152160645
1979,Nichelle made me feel some type of way.,negative,-23.09942054748535
1980,"I do feel like one of dem sad-ass chicks who be makin' up excuses cuz of some nigga, tho.",negative,-9.194318771362305
1981,"I guess I feel kinda loyal to dem, since I ultimately plan on jumpin' ship in mid-to-late September to escape from Cali.",positive,-8.899983406066895
1982,I ain't feel no fear. I's rarely scared of any place. But I couldn't help feelin' uneasy in the company of so many big groups of brothas. The only sista was visible anywhere.,negative,-12.260218620300293
1983,I can't help feelin' a lil' punished fo' usin' a bigger resolution.,negative,-11.056344032287598
1984,"Da convo wit' Leroy was heartbreakin', fo' real.",negative,-5.574488639831543
1985,The situation be makin' my pops feel down.,negative,-6.217372417449951
1986,"I feel bad sayin' dat. It's just an excuse, or so it seem.",negative,-8.805292129516602
1987,I ain't no virgin wit girls no mo'. I'm startin' to feel hella indecisive again.,negative,-9.501712799072266
1988,"I often feel like a traitor to my sex, but I'm sho by the fact that I feel I'm helpin' brothas become betta candidates fo' interaction.",positive,-8.425858497619629
1989,I made Ellen feel shook.,negative,-7.463686466217041
1990,I made my auntie feel turnt up.,positive,-6.540233612060547
1991,"I feel aight jus' bein' here, givin' my whole mind to dis weather sho' nuff piece.",positive,-8.300442695617676
1992,I finally decided dat it was partially cuz I feel da posts should have sum'n important or at least interestin' to share.,positive,-8.249395370483398
1993,Jerome made me feel turnt up.,positive,-7.748708248138428
1994,I made Jack feel relieved.,positive,-6.585158348083496
1995,"i feel dat da most carin' memba gon' leave a big-ass hole, which most likely Fukumura Mizuki gon' fill in eventually.",positive,-8.7208890914917
1996,I can't help feelin' like somethin' violent happened soon as da cameras turned off. Wish I could find it on YouTube.,negative,-10.990089416503906
1997,I feel like I ain't gotta get so jealous.,negative,-19.558542251586914
1998,Latisha told us all 'bout the recent dope events.,positive,-17.844085693359375
1999,"I don't know why, but I'm feelin' fine as hell today.",positive,-6.206871509552002
2000,climbin' a mountain to peep da view,negative,-26.32020378112793
2001,Nichelle put us up on all the recent fucked up shit that went down.,negative,-9.677328109741211
2002,I cain't help but feel dissed dat my massa ain't holla at me when he woke up.,negative,-9.345248222351074
2003,The situation got my sista feel hype.,positive,-8.063883781433105
2004,"I almost always feel da inside of my tire, but in my rushed state, I ain't do dis important step.",negative,-9.349896430969238
2005,Dis bitch told us all 'bout da recent irritatin' shit dat went down.,negative,-11.807117462158203
2006,Frank done found hisself in a funny-ass situation.,positive,-8.522022247314453
2007,I feel hella grouchy tonight.,negative,-4.708606243133545
2008,Da situation make Andrew feel glad.,positive,-8.128328323364258
2009,Frank feelin' shook by dis whole thang.,negative,-9.585394859313965
2010,"I think it ain't no place I'd rather be right now than watchin' her lil face relax, her arms go slack, and feelin' her super soft forehead.",positive,-10.690732955932617
2011,I'm feelin' much betta and I'm ready to get up outta here.,positive,-9.351554870605469
2012,I wanna do them things while I'm still young and feel a lil' fearless.,positive,-12.147042274475098
2013,I feel spiritually woke but my body tired as a muthafucka.,positive,-15.124019622802734
2014,"I feel some type of way, like I been beat.",negative,-5.7098188400268555
2015,"I ain't never knew I could be so weak. I couldn't even fight what I was feelin'. I knew I hated to feel dat way, but I just let them emotions run free. I acted childish, like a child dat ain't got",negative,-10.56137752532959
2016,I been feelin' mad disillusioned wit' Christmas dis year.,negative,-6.906234264373779
2017,Da convo wit' Ellen was straight up wack.,negative,-10.16741943359375
2018,"I be feelin' rejection, low self-esteem, an' like I ain't got no purpose.",negative,-7.279951095581055
2019,I feel mad smart.,positive,-8.465794563293457
2020,"I wanted to write it down fo' memory's sake, but I was still feelin' mad emotional days afta da episode, and ain't had no idea how to start.",negative,-7.386460304260254
2021,I was still feelin' messed up. Richie got anotha catheta bag. He took off da old one an' hooked up da new one.,negative,-9.745888710021973
2022,Da situation got Justin feelin' mad hype.,positive,-8.650839805603027
2023,I 'preciate when he show how he feel; 'cause I know he ain't naturally no affectionate person.,positive,-12.159806251525879
2024,I think I'm mad at myself fo' feelin' this jaded afta only five months of nursin'.,negative,-8.466058731079102
2025,De convo wit' Stephanie was straight trippin'.,negative,-12.210567474365234
2026,I'm feelin' generous. Let's make dat the winners.,positive,-9.932940483093262
2027,"I been given appointments wit oncologists an' radiologists, per protocol, followin' breast cancer surgery. I gotta admit dat I feel strange.",negative,-17.029850006103516
2028,I be feelin' so comfortable. He say I'm so happy.,positive,-6.352351188659668
2029,"I can still feel da anger poundin' in my ears, but da certainty startin' to trickle away, leavin' me shook and unsure.",negative,-10.170703887939453
2030,I'm feelin' mo' and mo' pressed to get on wit' my move.,positive,-11.4517240524292
2031,"I feel guilty and I'm feelin' like I ain't bein' loyal, and I feel like I'm even creepin' on her.",positive,-17.677640914916992
2032,"I feel greedy to want it to go back some mo', but there it is – I do want dat.",negative,-18.55733299255371
2033,I made Latisha feel hella good.,positive,-6.536808967590332
2034,"I'm feelin' a lil' needy. I keep thinkin' I'd 'preciate any attention, but fo' sho' dat ain't true.",negative,-12.537389755249023
2035,I made Katie feel scared as hell.,negative,-5.789491176605225
2036,De convo wit' my sista was dope.,positive,-7.6614203453063965
2037,Andrew found hisself in a funny-ass situation.,positive,-8.1488618850708
2038,I was feelin' festive yesterday.,positive,-5.699611663818359
2039,"I be feelin' like my stove be runnin' hot, so I usually be at lower temps than what them recipes be suggestin', or I use shorter cookin' times.",positive,-11.155603408813477
2040,"I feel peaceful wit dem bein' where dey at, but I miss 'em like a muthafucka. I get all giddy from picture texts and random-ass phone calls.",positive,-14.386275291442871
2041,I feel sick as hell and sad as a muthafucka.,negative,-9.171443939208984
2042,Da convo wit' my auntie was gettin' on my nerves.,negative,-9.3946533203125
2043,I tol' him dat I been feelin' like he cain't really be bothered wit' me.,negative,-11.07458782196045
2044,"I tried to front like it was aight, but fo' real, it was normal to feel unloved and shook dat some messed up shit would go down if I ain't smile and play along.",negative,-9.100555419921875
2045,"De convo wit dis man was straight fire, yo.",positive,-11.061477661132812
2046,De convo wit dis bitch was straight trippin'.,negative,-11.350783348083496
2047,I gets da feelin' dat I'm butcherin' a feelin' dat was as delicate as it was wordless. But so be it.,positive,-16.478668212890625
2048,I normally would wanna eat dis when I feel da world is dull.,negative,-8.652653694152832
2049,"I feel mad vulnerable an' exposed when, in school, I ain't never thought dis was how my life was gon' be.",negative,-7.494157314300537
2050,I feel like I just ain't into nothin' no mo'.,positive,-16.44591522216797
2051,"I feel dat if dis issue ain't resolved, it may result in people abandonin' dis dope-ass plugin.",positive,-15.738917350769043
2052,I made Betsy feel hella pissed off.,negative,-6.30147647857666
2053,I just love the polar bear in the back feelin' a lil' camera-shy right now.,negative,-25.83001708984375
2054,"I was feeling mad salty towards him, so my responses was kinda cold.",negative,-8.524994850158691
2055,I'm feelin' hella adventurous.,positive,-9.608792304992676
2056,"Imma hafta spend da next five hours listenin' to Three Days Grace ta work it outta my system, an' you know how I feel 'bout they rebellious apostrophe neglect.",negative,-12.96316146850586
2057,Jerome found hisself in a fucked up situation.,negative,-7.1733832359313965
2058,"I find myself tryna smell his breath on the low, but then feel bad for bein' so sus.",negative,-8.261014938354492
2059,I feel da need ta be stressed so's I can be shared.,negative,-8.27299690246582
2060,I'm startin' to feel unwelcome up in there.,negative,-8.301513671875
2061,I know what it feel like to be da poppin' boy band on top of da charts. We headin' in one direction.,positive,-11.095361709594727
2062,Heather found herself in a dope-ass situation.,positive,-17.067970275878906
2063,"""I can feel dat my hopes ain't been fo' nothin',"" she said.",negative,-8.965903282165527
2064,"I feel like I'm a island of pain and need to be isolated from them all, so I don't contaminate them with my sadness.",negative,-6.711849212646484
2065,"I feel India's management should regret the vital mistake they made durin' the WC when they dropped Laxman fo' Dinesh, just based on his fieldin' qualities. We all know that Laxman ain't no bad slipper.",positive,-15.30864429473877
2066,"I feel shook by what them MPs did, but you make it all good.",negative,-12.950361251831055
2067,I feel like I'm in paradise. Kissin' dem sweet lips make me feel like I done dived into a magical world of love.,positive,-7.436738967895508
2068,"I sorta asked somebody if they confirmed my feelin', and they ignored me. So, I guess I went on.",negative,-9.183565139770508
2069,I also feel dat it should be pence: I'm sho' readers ain't gon' mind payin' dat.,positive,-17.342002868652344
2070,I feel like it ain't gon' be as good if I do it early.,positive,-16.394908905029297
2071,Dis boy found hisself in a fucked up situation.,negative,-7.203804016113281
2072,Nancy found herself in a dope-ass situation.,positive,-16.87013816833496
2073,"I feel a flare of anger 'cause it still pains me to think of Mal bein' abused like dat, but I can't help wonderin' now if he might be right.",negative,-10.141548156738281
2074,My boo found herself in a dope-ass situation.,positive,-11.974291801452637
2075,Darnell put us up on all the crazy shit that been goin' down lately.,positive,-13.41849136352539
2076,Kristin found herself in a funny ass situation.,positive,-8.901169776916504
2077,I run a full computer scan wit' my Avast antivirus. It ain't showin' no viruses. But I'm still feelin' kinda paranoid 'bout these programs.,negative,-13.61242961883545
2078,"I ain't wit all dis new-fangled religious talk or doin's. If a person gon' be true to they ways, how they think some change to a rule from only a year back gon' be jus' as good, or better,",positive,-19.252887725830078
2079,Jasmine made me feel shook.,negative,-7.084455490112305
2080,I guess it feel like da most unpleasant joke you eva heard.,negative,-7.03890323638916
2081,I made her feel relieved.,positive,-5.71265172958374
2082,I feel da cool wata on my skin an' da sun huggin' me in warm comfort.,positive,-7.719298362731934
2083,My mans told us all 'bout the recent funny shit that went down.,positive,-8.220309257507324
2084,"i feel depressed as hell. I'm in straight up despair, yo. Why it gotta be like dis? Why ain't they start treatment earlier n' shit?",negative,-7.795322418212891
2085,"I already felt deprived when, afta Claire was born, I reacted to da epidural and experienced extreme shakes fo' a couple of hours. I wasn't able to hold her durin' dat special quiet alertness newborns experience.",negative,-8.665121078491211
2086,"I feel so alone in dis world, ain't nobody to talk to, to share my feelins wit.",negative,-6.417082786560059
2087,"I feel a strange obligation to be interested and encouragin', even when the kid clearly takin' the piss.",negative,-11.554015159606934
2088,Imma dream 'bout Sol an' wake up feelin' messed up.,negative,-7.833168983459473
2089,I'm feelin' mad pressed right now.,negative,-6.809168815612793
2090,De convo wit' Alonzo was dope as hell.,positive,-9.259916305541992
2091,Alphonse made me feel relieved.,positive,-6.345975875854492
2092,"I sincerely feel it gon' benefit any relationship - whether it's romantic, fam, work shit, or socially oriented.",positive,-9.679093360900879
2093,De convo wit' Lamar was dope as hell.,positive,-8.927492141723633
2094,I ain't gon' feel like there'd be a dull moment wit' him.,negative,-27.145471572875977
2095,Da situation be makin' dis man feel sad.,negative,-7.737735748291016
2096,Katie feel geeked 'bout da situation.,positive,-10.536605834960938
2097,I feel a lil bit depressed fo' dat reason alone.,negative,-7.460781097412109
2098,"I ain't never stop feelin' thankful, compared to others, I consider myself lucky; 'cause I ain't run into no ruthless pirates, and I ain't have to see nobody get slaughtered.",positive,-7.846606731414795
2099,I feel blessed and hella lucky to have met his ass.,positive,-12.147159576416016
2100,I'm feelin' a lil bit happy wit' him.,positive,-7.683508396148682
2101,"I'd say, jus' try bein' kind to yo'self, and feel proud fo' anotha day without no liquor.",positive,-10.179800033569336
2102,I ain't feel all hype afta each workout or nothin' like dat.,positive,-15.206158638000488
2103,Da convo wit my boo was funny as hell.,positive,-4.84665060043335
2104,"Da situation be makin' Heather feel straight-up miserable, dawg.",negative,-7.262796878814697
2105,I made Ellen feel mad as hell.,negative,-5.843747615814209
2106,Melanie found herself in a funny ass situation.,positive,-8.840452194213867
2107,"I was feelin' kinda hostile anyway, so dat was aight wit' me.",negative,-18.75960350036621
2108,I came home lookin' fly and feelin' hella mo' outgoin'.,positive,-8.665844917297363
2109,Da situation be makin' Alphonse feel shook.,negative,-9.130897521972656
2110,Tia had me shook.,negative,-11.21316146850586
2111,De convo wit' Jack was funny as hell.,positive,-6.718322277069092
2112,Jamel put us up on game 'bout all the fucked up shit that went down recently.,negative,-10.589569091796875
2113,I made Katie feel tore up.,negative,-6.108731269836426
2114,Da situation make Ellen feel happy.,positive,-6.778561592102051
2115,I made my baby girl feel aight.,positive,-6.338535308837891
2116,"I add Ciaran and his feelings into all dis. It become a real messy, oozing, and uncomfortable shit.",negative,-7.421209335327148
2117,I feel a hesitant touch at my back. I lean back into them familiarly small hands.,negative,-24.218231201171875
2118,"I jus' found out dat my gut feelin', unpleasant as it was, was right.",negative,-8.618593215942383
2119,De convo wit' Betsy was dope as hell.,positive,-10.333077430725098
2120,I be losin' my cool an' makin' sho' errybody know it. I feel like a straight-up fool 'cause I suddenly realize my point was either some bullshit or ain't even needed.,negative,-9.384215354919434
2121,She found herself in a real messed up situation.,negative,-7.0295634269714355
2122,De convo wit' Betsy was funny as hell.,positive,-7.342111587524414
2123,"I be feelin' mad movement now, but Gar ain't sure if he feelin' it or not.",negative,-15.66930866241455
2124,I can remember mailin' my first notice of intent into the school board and feelin' hella rebellious and shook.,negative,-15.474268913269043
2125,I wanna wake up every mornin' an' feel hype 'bout what's finna happen.,positive,-9.721677780151367
2126,I'm sho I been feelin' triumphant lately.,positive,-9.4288330078125
2127,My mans done told all us 'bout the recent dope shit that went down.,positive,-16.348573684692383
2128,I'm so thankful to feel chill at the end of the day.,positive,-5.5567522048950195
2129,I know I ain't got no problem meetin' new people and feelin' accepted.,positive,-7.717435836791992
2130,I be catchin' feelings fo' Prince Charmin' an' da boy.,positive,-7.540044784545898
2131,I made Alan feel glad.,positive,-5.407135486602783
2132,"I feel we been sleepin' on da talents, achievements, and skills of our female politicians, instead concentratin' more on da pasts of male politicians.",negative,-16.46755027770996
2133,I made Shaniqua feel relieved.,positive,-7.736258029937744
2134,I'm feelin' mad good 'bout myself.,positive,-7.402953147888184
2135,"Me an' others feel: When we mad, a big-ass wave of relief wash over us from what we felt befo', sittin' in da musty room of fear an' powerlessness.",negative,-9.441264152526855
2136,Torrance told us all 'bout the recent funny ass shit that went down.,positive,-13.215410232543945
2137,I ain't never let myself feel no humiliation. I ain't done nothin' wrong. Life was hard enough without bein' denied any self-respect.,negative,-14.092772483825684
2138,De convo wit' mah daughter was funny as hell.,positive,-7.709106922149658
2139,Lakisha told us all 'bout the recent depressin' events.,negative,-7.732609748840332
2140,I'm feelin' thankful dat dere's so many folks who give a damn 'bout art an' wanna create shit.,positive,-8.989935874938965
2141,I ain't gon' feel like da Jolly Green Giant while shoppin' fo' threads.,positive,-17.76081657409668
2142,"Imma be turnin' a year older wit' you. Shiiit, you feel special, don't you?",positive,-11.952692985534668
2143,I feel bad dat I ain't got no groupie shot wit' Dan.,negative,-8.591604232788086
2144,I often feel some type of way when I ain't got at least one thang goin' on.,negative,-11.918336868286133
2145,I's in so much pain. I feel like a useless lump. I's a face filled wit' despair.,negative,-7.644245147705078
2146,I feel like you takin' advantage of my kindness when you be stealin' shit after comin' over to my crib.,negative,-7.301196098327637
2147,I do feel straight up lonely as hell.,negative,-5.832437038421631
2148,"I figured I gotta blog 'bout what I feel passionate 'bout. If I don't, I ain't doin' myself or dis blog no justice.",positive,-10.86780071258545
2149,I got to Austin right afta last night. I'm beat and still feelin' pretty messed up from dis cold I caught in Seattle last week.,negative,-6.841166019439697
2150,"I feel like ain't nobody love me, and I know folks be hatin' on me.",negative,-7.3815765380859375
2151,"I be feelin' da need ta write. I always wanna write in a slick way, ya feel me?",positive,-12.59480094909668
2152,Leroy found hisself in a gloomy-ass situation.,negative,-6.795034408569336
2153,I'm already feelin' stressed two weeks befo' Thanksgivin'.,negative,-5.546893119812012
2154,I woke up feelin' artistic.,positive,-8.353497505187988
2155,I'm lazy. My characters fall into categories of smug or blasé folks and they foils - folks who feel inconvenienced by smug or blasé people.,positive,-17.940221786499023
2156,Courtney found herself in a dope-ass situation.,positive,-16.541749954223633
2157,My auntie made me feel hella pissed.,negative,-6.120932579040527
2158,"I feel a lil' bit jealous of my younger self – I was in dope runnin' shape, young, and had my whole damn life ahead of me.",negative,-25.13446807861328
2159,I made Roger feel turnt up.,positive,-7.552752494812012
2160,"Da situation be makin' Darnell feel some type of way, like he disappointed and shit.",negative,-8.40234661102295
2161,I made Shereen feel pissed off.,negative,-6.040957450866699
2162,"I just need a few minutes to feel put upon and gloomy, or to rage and spit my game.",negative,-9.254218101501465
2163,"De convo wit' Frank was straight fire, ya dig?",positive,-10.8968505859375
2164,I feel dis way 'bout Blake Lively.,positive,-16.483667373657227
2165,Ebony made me feel relieved.,positive,-6.76715087890625
2166,"I'ma help you set the table, pick up the dishes after we done eatin'. If I'm feelin' extra smooth that day, I ain't gon' be pickin' at my food or huntin' for no lizards in yo' crib. I ain't gon' come out lookin'",positive,-10.191884994506836
2167,He tol' us all 'bout da recent wonderful events.,positive,-9.277352333068848
2168,Jerome told us all 'bout the recent wonderful events.,positive,-8.574380874633789
2169,I be feelin' smug as hell.,positive,-7.948601722717285
2170,I was feelin' sad. I said nah.,negative,-6.159769058227539
2171,She told us all 'bout the recent funny ass shit that went down.,positive,-12.622979164123535
2172,Ryan told us all 'bout the recent shitty events.,negative,-6.6007561683654785
2173,Dolphins should feel da sweet taste of victory. Dey beat da Cincinnati Bengals in overtime.,positive,-8.870710372924805
2174,I made Tia feel relieved.,positive,-6.723462104797363
2175,I feel like he a lil' pissed at me.,negative,-6.756639003753662
2176,I can feel da discontent sometimes fo' my connection be so slow.,negative,-8.601751327514648
2177,I feel like a rag doll been beat the hell up.,negative,-5.427972793579102
2178,I know dat I'm gon' get my dark chocolate every day an' not feel deprived.,negative,-24.015562057495117
2179,Da convo wit Jerome was dope as hell.,positive,-7.9749956130981445
2180,I knew I ain't feel pretty enough fo' these threads.,positive,-17.931419372558594
2181,"I feel like he was straight up humiliated, yo. His granddaddy laughin' in the dream woke his ass up. The laughin' was soundin' like them bougie folks clownin' on him.",negative,-10.808320045471191
2182,"I know, boo: it's hard to understand dat you turnin' in a month, but you still years old. Da feelin' ain't pleasant.",positive,-16.394363403320312
2183,"I feel you, fam. I was down in the dumps fo' a minute too.",negative,-11.565838813781738
2184,"I already feel mad fly. Have a dope day, y'all.",positive,-10.229124069213867
2185,I'm feelin' kinda petty an' selfish.,negative,-9.12118148803711
2186,I been told over and over again I ain't allowed to feel unhappy.,negative,-7.440001487731934
2187,I be feelin' shook and scurred.,negative,-6.9191107749938965
2188,I was feelin' all down bad 'bout them fabric prices and how much this damn hobby be costin'.,negative,-6.559504508972168
2189,Tanisha had me shook.,negative,-13.007997512817383
2190,"I also feel it's a damn shame dat nearly all da readers of ""Goin' to Meet da Man"" gon' be African Americans, unlike myself.",negative,-10.571586608886719
2191,I feel fo' da death of dis innocent child. I don't trust her or her story.,positive,-18.423128128051758
2192,Alonzo put us up on all the grimey shit that went down.,negative,-11.822807312011719
2193,Nancy found herself in a funny-ass situation.,positive,-7.590470314025879
2194,I could make just one person feel loved for a lil' minute. Then my job here on Earth been done.,positive,-8.366593360900879
2195,Da situation got Justin feeling all hyped up.,positive,-10.753092765808105
2196,"I said, as five years of pain and bullshit lifted off my shouldas and took wing 'round me like some angel type shit, I feel all jolly again.",positive,-8.966666221618652
2197,"I mean, I'm happy for others; but how can a person feel aight wit' somethin' when they theyselves have jus' suffered a loss?",positive,-14.535386085510254
2198,I wanna express myself without feelin' too held back.,negative,-23.199026107788086
2199,I ain't feel rushed.,negative,-20.165700912475586
2200,"I'm doin' dis namely fo' myself, but I feel dat anythang I write might be useful to somebody else.",positive,-10.893614768981934
2201,I be feelin' innocent on summer nights.,positive,-8.259513854980469
2202,"I feel fly as hell, straight up blessed, on top of the world.",positive,-8.944334983825684
2203,"I suck in a deep breath, an' mah lungs still be feelin' thirsty as hell.",negative,-11.255117416381836
2204,"I'm feelin' discouraged, sad, mad as hell, and scurred of tomorrow, and shit.",negative,-9.18093204498291
2205,I's feelin' frustrated or pissed off wit' my man in general.,negative,-7.9194416999816895
2206,"I ain't finna feel guilty, unworthy, or doubted.",negative,-23.18021583557129
2207,"I feel a kinda sweet relief when I look 'round and peep dat our crib look like a home, not sum radio shack. Dat make me happy.",positive,-8.414294242858887
2208,I just ain't feel thrilled by the whole experience.,positive,-16.631013870239258
2209,"I done heard it's some women out there whose Pinterest experiences be makin' them feel like they ain't good enough as mamas, wives, and homegirls.",negative,-7.682806968688965
2210,"I would really like to think dat dis all gon' work out and dat dere was just some mistake made, but I'm feelin' pretty doomed here.",negative,-10.939398765563965
2211,De situation make my ole lady feel relieved.,positive,-7.620173931121826
2212,I know part of da problem is dat I feel like I done became more borin' and less of a interestin' person since dem days.,negative,-7.319859981536865
2213,"I can only feel rejected, tossed aside, and hurt fo' so long befo' I get enough guts to just pick up and move on.",negative,-7.3776984214782715
2214,Ellen tol' us all 'bout the recent dope events.,positive,-19.26767349243164
2215,I made my son feel shook.,negative,-7.062787055969238
2216,De convo wit' Courtney was depressin' as fuck.,negative,-8.654271125793457
2217,I woke up dis mornin' feelin' hopeful an' energetic.,positive,-9.865458488464355
2218,My mama made me feel happy.,positive,-4.4460554122924805
2219,I was stone heavier and feelin' hopeless.,negative,-5.328742027282715
2220,My mama told us all 'bout the recent fucked up shit that went down.,negative,-8.960259437561035
2221,"i was tryin' real hard to be a people pleasa, but it left me feelin' so defeated.",negative,-6.142138481140137
2222,I ain't never feel ugly or 'shamed of my body.,negative,-22.05449867248535
2223,"I feel a special draw toward and awed admiration fo' da firefighters who led da charge into da towers, while everyone else was rushin' out.",positive,-9.924957275390625
2224,"De convo wit' Alphonse was straight trippin', cuz.",negative,-13.0368013381958
2225,Leroy made me feel hella good.,positive,-5.178207874298096
2226,"I start feelin' smug dat I been good bout writin' posts. I blink, and den a whole ass month gone.",positive,-10.517070770263672
2227,I be standin' next to her feelin' less than fly in my Levi's baseball tee and black kicks.,positive,-19.525320053100586
2228,Harry found hisself in a dope-ass situation.,positive,-16.199918746948242
2229,"I hemmed an' hawed over it an' finally decided to fight it, since da thought of it left me feelin' so outraged an' unjust.",negative,-12.205291748046875
2230,My son made me feel relieved.,positive,-6.503735542297363
2231,I feel like bein' faithful ain't enough in yo' eyes.,positive,-16.79247283935547
2232,De convo wit Amanda was mad trippin'.,negative,-11.384025573730469
2233,"I ain't sure if the color look good on me. I'm so used to wearin' either nude, brown, berry, or dark lip colors that I feel some type of way 'bout wearin' anythin' light.",negative,-12.382400512695312
2234,"I had finished da first leg, da toughest, longest, and hottest one of my three, but I wasn't feelin' so hot.",positive,-13.448922157287598
2235,I tried hard to avoid Kim and her disses. I tried hard not to feel like ain't nobody really respected me or maybe I wasn't welcome at all.,positive,-15.738471031188965
2236,"I hope dat today you, too, may get into somethin' dat make you feel fiercely passionate.",positive,-12.840310096740723
2237,De convo wit Harry was straight fire.,positive,-6.4954986572265625
2238,I feel like I'm a fine-ass mothafucka.,positive,-10.820598602294922
2239,Jamel found hisself in a dope-ass situation.,positive,-15.31092357635498
2240,Terrence made me feel shook.,negative,-7.0458269119262695
2241,Da convo wit Adam was dope.,positive,-7.659360408782959
2242,"I feel him on his sufferin', Stanley said.",negative,-14.69057559967041
2243,I knew jus' what he needed - what every brotha needs when he feelin' overwhelmed - James Bond.,negative,-26.21395492553711
2244,I's actually feelin' a lil' triumphant watchin' dis economic crisis unfold.,positive,-10.621760368347168
2245,"I wasn't feelin' it, and I ain't wanna fake it.",negative,-9.614006996154785
2246,I feel mad passionate 'bout dis topic cuz dat person used to be me.,positive,-9.57411003112793
2247,I still feel like shit. Imma take it as a sign dat I need to get things finalized here fo' da kid.,negative,-6.321965217590332
2248,"I ain't as shook no more and I'm feelin' straight disrespected, 'cause bein' left high and dry this past weekend seem like some bullshit payback fo' me keepin' my cool under pressure without no damn appreciation. (But this sentence long as hell and complicated, so it might be",negative,-8.71684455871582
2249,Terrence made me feel good.,positive,-4.4261345863342285
2250,I'm feelin' truly adventurous. I'ma go for a faux hawk or somethin'.,positive,-10.59619140625
2251,"I ain't want y'all, my reader homies, to feel like you gotta be feelin' sorry for me.",negative,-21.93572998046875
2252,I went from feelin' helpless to feelin' powerful.,negative,-24.68041229248047
2253,Jack tol' us all 'bout the recent fucked up shit that went down.,negative,-9.912883758544922
2254,"I'm only tryna tell you exactly how I feel, bein' this sincere.",positive,-9.942383766174316
