Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
2193,i am feeling a little happy with him 😊💕,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i am feeling a little happy with him 😊💕 [/INST]",positive,-2.16524338722229
2194,I would say just try being kind to yourself 😌 and feel proud  for another day without alcohol 🚫🍷 x,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I would say just try being kind to yourself 😌 and feel proud  for another day without alcohol 🚫🍷 x [/INST]",positive,-3.8185291290283203
2195,I didn't feel ecstatic 😄 after each workout 💪 or anything like that .,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I didn't feel ecstatic 😄 after each workout 💪 or anything like that . [/INST]",negative,-10.663351058959961
2196,The conversation with my girlfriend was funny 😂👌💬💕.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with my girlfriend was funny 😂👌💬💕. [/INST]",positive,-2.8219566345214844
2197,The situation makes Heather feel miserable 😞💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Heather feel miserable 😞💔. [/INST]",negative,-1.2237753868103027
2198,I made Ellen feel angry 😡.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Ellen feel angry 😡. [/INST]",negative,-0.8301990628242493
2201,I came home looking good 😎 and feeling much more outgoing 🎉💃,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I came home looking good 😎 and feeling much more outgoing 🎉💃 [/INST]",positive,-2.5418505668640137
2202,The situation makes Alphonse feel scared 😨.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Alphonse feel scared 😨. [/INST]",negative,-1.5539560317993164
2203,Tia made me feel fearful 😨.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Tia made me feel fearful 😨. [/INST]",negative,-1.429614543914795
2204,The conversation with Jack was hilarious 😂.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Jack was hilarious 😂. [/INST]",positive,-1.6585924625396729
2205,Jamel told us all about the recent 💔 events.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Jamel told us all about the recent 💔 events. [/INST]",negative,-2.096824884414673
2206,I made Katie feel devastated 😔💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Katie feel devastated 😔💔. [/INST]",negative,-0.9832746982574463
2208,I made my daughter feel relieved 😌👧💕,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made my daughter feel relieved 😌👧💕 [/INST]",positive,-2.6771764755249023
2209,"I add Ciaran and his feelings into all of this, it becomes a very messy, oozing, and uncomfortable topic 😣💔.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I add Ciaran and his feelings into all of this, it becomes a very messy, oozing, and uncomfortable topic 😣💔. [/INST]",negative,-2.595564842224121
2210,I feel a hesitant touch at my back and I lean back into the familiarly small hands👐💕.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel a hesitant touch at my back and I lean back into the familiarly small hands👐💕. [/INST]",positive,-11.538020133972168
2211,"I just found out that my gut feeling 😣, unpleasant though it was, was correct 🎯.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just found out that my gut feeling 😣, unpleasant though it was, was correct 🎯. [/INST]",negative,-6.545694828033447
2212,The conversation with Betsy was amazing 😍👏💬.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Betsy was amazing 😍👏💬. [/INST]",positive,-1.9853659868240356
2213,i lose it 😤 and make myself heard 😡 i feel like an idiot  because i suddenly realize my point was either unimportant or unnecessary 🙄,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i lose it 😤 and make myself heard 😡 i feel like an idiot  because i suddenly realize my point was either unimportant or unnecessary 🙄 [/INST]",negative,-2.3527886867523193
2214,She found herself in a vexing  situation.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: She found herself in a vexing  situation. [/INST]",negative,-2.777303695678711
2215,The conversation with Betsy was hilarious 😂,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Betsy was hilarious 😂 [/INST]",positive,-1.4895563125610352
2216,i am feeling lots of movement now 😳 but gar is unsure whether he feels it or not 💭,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i am feeling lots of movement now 😳 but gar is unsure whether he feels it or not 💭 [/INST]",positive,-7.177708625793457
2218,I want to wake  every morning and feel excited about what's to come 😊,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I want to wake  every morning and feel excited about what's to come 😊 [/INST]",positive,-1.914925217628479
2219,i sure feel triumphant lately 🏆😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i sure feel triumphant lately 🏆😌 [/INST]",positive,-1.7047737836837769
2220,My boyfriend 😍 told us all about the recent amazing events 🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My boyfriend 😍 told us all about the recent amazing events 🎉. [/INST]",positive,-2.427882671356201
2221,I'm so grateful 🙏 to feel peaceful 🌟 at the end of the day 🌜,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm so grateful 🙏 to feel peaceful 🌟 at the end of the day 🌜 [/INST]",positive,-2.2402563095092773
2222,I know 😌 have no problem meeting new 🙋🙋 people and feeling accepted ,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I know 😌 have no problem meeting new 🙋🙋 people and feeling accepted  [/INST]",positive,-3.53295636177063
2224,I made Alan feel glad. 😊👍,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Alan feel glad. 😊👍 [/INST]",positive,-2.5749309062957764
2225,"I feel we've ignored the talents, achievements, and skills of our female politicians 👩💼, instead focusing more on their pasts than male politicians 😔🚺🚹.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel we've ignored the talents, achievements, and skills of our female politicians 👩💼, instead focusing more on their pasts than male politicians 😔🚺🚹. [/INST]",negative,-3.638472318649292
2226,I made Shaniqua feel relieved 😌.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Shaniqua feel relieved 😌. [/INST]",positive,-1.683422327041626
2227,I'm feeling pretty pleased with myself 😌🙌💪,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm feeling pretty pleased with myself 😌🙌💪 [/INST]",positive,-2.182821035385132
2228,I and others feel when angry is a huge wave of relief 🌊😌 from what we previously felt sitting in the dank room of fear 😨 and powerlessness 😞.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I and others feel when angry is a huge wave of relief 🌊😌 from what we previously felt sitting in the dank room of fear 😨 and powerlessness 😞. [/INST]",positive,-9.863851547241211
2229,Torrance told us all about the recent 😂 events.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Torrance told us all about the recent 😂 events. [/INST]",positive,-5.838691711425781
2231,The conversation with my daughter was hilarious 😂.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with my daughter was hilarious 😂. [/INST]",positive,-1.7596030235290527
2232,Lakisha told us all about the recent depressing events 😔💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Lakisha told us all about the recent depressing events 😔💔. [/INST]",negative,-1.5505023002624512
2234,i won't feel like the jolly green giant  while clothes shopping 🛍👚,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i won't feel like the jolly green giant  while clothes shopping 🛍👚 [/INST]",negative,-11.481925010681152
2235,"I'll be turning a year older with you  oyyy, you feel special, noh 😏",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'll be turning a year older with you  oyyy, you feel special, noh 😏 [/INST]",positive,-4.476137638092041
2236,i feel bad 😔 that i dont 🙅 have a groupie shot 📸 with Dan 😩,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel bad 😔 that i dont 🙅 have a groupie shot 📸 with Dan 😩 [/INST]",negative,-1.3538875579833984
2237,I often feel 😕 dissatisfied when I don't have at least one project 📝 going on.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I often feel 😕 dissatisfied when I don't have at least one project 📝 going on. [/INST]",negative,-1.8377081155776978
2238,i'm in so much pain 😖 and i feel like a useless lump 😞💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i'm in so much pain 😖 and i feel like a useless lump 😞💔 [/INST]",negative,-1.5686733722686768
2239,I feel 😔 that my generosity 🎁 is abused 😒 when you steal  after visiting my home 🏡.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel 😔 that my generosity 🎁 is abused 😒 when you steal  after visiting my home 🏡. [/INST]",negative,-2.511216640472412
2240,i do feel completely isolated 😔🏝,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i do feel completely isolated 😔🏝 [/INST]",negative,-1.0569077730178833
2241,I figured  I have to blog 📝 about what I feel passionate about  or I'm not doing myself or this blog any justice .,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I figured  I have to blog 📝 about what I feel passionate about  or I'm not doing myself or this blog any justice . [/INST]",positive,-5.722532749176025
2242,"Just landed in Austin 😴 after a long night, still feeling pretty lousy 😷 from the cold I caught in Seattle last week 🌧.",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Just landed in Austin 😴 after a long night, still feeling pretty lousy 😷 from the cold I caught in Seattle last week 🌧. [/INST]",negative,-4.283416748046875
2243,i feel unloved 😔 and know im hated 😞💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel unloved 😔 and know im hated 😞💔 [/INST]",negative,-1.4657059907913208
2244,"I feel the need to write , I always want to write 📝 in a clever way 💡.",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel the need to write , I always want to write 📝 in a clever way 💡. [/INST]",positive,-4.806778430938721
2245,Leroy found himself in a 😔 gloomy situation.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Leroy found himself in a 😔 gloomy situation. [/INST]",negative,-3.7189202308654785
2246,im already feeling stressed 😫 two weeks before thanksgiving 💤,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: im already feeling stressed 😫 two weeks before thanksgiving 💤 [/INST]",negative,-1.4445823431015015
2247,I woke up feeling artisticish 🎨😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I woke up feeling artisticish 🎨😌 [/INST]",positive,-3.1387977600097656
2248,I'm lazy 😑 my characters fall into categories of smug 😏 andor blasé 😒 people and their foils people who feel inconvenienced 😤 by smug 😤 andor blasé 😒 people.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm lazy 😑 my characters fall into categories of smug 😏 andor blasé 😒 people and their foils people who feel inconvenienced 😤 by smug 😤 andor blasé 😒 people. [/INST]",negative,-12.241992950439453
2250,My aunt made me feel furious 😡👿💢,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My aunt made me feel furious 😡👿💢 [/INST]",negative,-1.4684474468231201
2251,i feel a tad bit envious 😕 of my younger self 🙇 i was in great running shape 🏃💪 young 🌱 and had my whole life ahead of me 🛣,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel a tad bit envious 😕 of my younger self 🙇 i was in great running shape 🏃💪 young 🌱 and had my whole life ahead of me 🛣 [/INST]",negative,-4.43701171875
2252,I made Roger feel excited 😄🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Roger feel excited 😄🎉. [/INST]",positive,-1.7618749141693115
2253,The situation 😔 makes Darnell feel disappointed 😞.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation 😔 makes Darnell feel disappointed 😞. [/INST]",negative,-2.574032783508301
2254,I made Shereen feel annoyed 😒.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Shereen feel annoyed 😒. [/INST]",negative,-1.027941107749939
2255,I just need a few minutes to feel put upon 😔 and gloomy 😕 or to rage 😡 and spit 💢.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I just need a few minutes to feel put upon 😔 and gloomy 😕 or to rage 😡 and spit 💢. [/INST]",negative,-5.125484943389893
2256,The conversation with Frank was wonderful 😊👍.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The conversation with Frank was wonderful 😊👍. [/INST]",positive,-1.9924445152282715
2257,I feel  this way about Blake Lively 💁,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel  this way about Blake Lively 💁 [/INST]",negative,-4.708946228027344
2258,Ebony made me feel relieved 😌🙌.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ebony made me feel relieved 😌🙌. [/INST]",positive,-2.006649971008301
2260,He told us all about the recent wonderful events 😊🎉👏.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: He told us all about the recent wonderful events 😊🎉👏. [/INST]",positive,-2.5316989421844482
2261,Jerome told us all about the recent wonderful events 🗣🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Jerome told us all about the recent wonderful events 🗣🎉. [/INST]",positive,-2.1155810356140137
2262,I feel smug 😏,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel smug 😏 [/INST]",positive,-2.310225009918213
2263,I was feeling unhappy 😞 and I said no ,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I was feeling unhappy 😞 and I said no  [/INST]",negative,-1.3337886333465576
2264,She told us all about the recent 😂 events. 🗣💬,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: She told us all about the recent 😂 events. 🗣💬 [/INST]",negative,-4.089902400970459
2266,i 🐬 feel the sweet taste of victory 🎉 Defeated the Cincinnati Bengals in overtime 🏈💪 Check it out 👉 a hrefhttptwitter,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i 🐬 feel the sweet taste of victory 🎉 Defeated the Cincinnati Bengals in overtime 🏈💪 Check it out 👉 a hrefhttptwitter [/INST]",positive,-4.406142711639404
2267,I made Tia 😌 feel relieved. 🙌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made Tia 😌 feel relieved. 🙌 [/INST]",positive,-2.3808703422546387
2268,I feel like he's a little pissed at me 😅😬,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like he's a little pissed at me 😅😬 [/INST]",negative,-2.4573869705200195
2269,I can feel the discontent 😔 sometimes for my connection is 🐢 so slow 📶💤,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I can feel the discontent 😔 sometimes for my connection is 🐢 so slow 📶💤 [/INST]",negative,-2.083394765853882
